Date,Division Letter,SD Letter,Area Commands,House Gatherings Attended,House Gatherings in Breach of Restrictions,FPNS,Arrests,House Gatherings involving Students
27/09/2020,E,EC,South East,1,1,0,0,
27/09/2020,U,UD,South Ayrshire,3,3,1,1,
27/09/2020,E,ES,South West,10,10,2,2,1
27/09/2020,C,CS,Stirling,2,2,0,0,1
27/09/2020,P,PD,West,1,1,1,0,
27/09/2020,J,JG,West Lothian,2,1,0,0,
28/09/2020,A,AK,Aberdeen City North,3,,0,0,
28/09/2020,V,VA,Dumfriesshire,1,1,0,0,
28/09/2020,P,PB,East,2,,0,0,
28/09/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,,0,0,
28/09/2020,C,CF,Falkirk,1,1,0,0,
28/09/2020,G,GF,Glasgow North,2,2,0,0,
28/09/2020,G,GA,Glasgow South West,1,1,0,0,
28/09/2020,Q,QG,Monklands & Cumbernauld,1,1,0,0,
28/09/2020,K,KA,Paisley,1,1,0,0,
28/09/2020,E,EC,South East,1,1,0,0,1
28/09/2020,U,UD,South Ayrshire,1,1,0,0,
28/09/2020,P,PD,West,2,1,0,0,
29/09/2020,A,AU,Aberdeen City South,1,1,0,0,
29/09/2020,D,DE,Angus,1,1,0,0,
29/09/2020,P,PA,Central,1,1,0,0,
29/09/2020,P,PB,East,1,,0,0,
29/09/2020,G,GP,Glasgow City Centre,3,2,0,0,2
29/09/2020,G,GK,Glasgow East,1,1,3,0,
29/09/2020,G,GD,Glasgow South East,1,1,0,0,
29/09/2020,Q,QB,Hamilton & Clydesdale,1,1,0,0,
29/09/2020,J,JL,Midlothian,1,1,0,0,
29/09/2020,A,AE,Moray,1,1,0,0,
29/09/2020,D,DP,Perth & Kinross,1,1,0,0,
29/09/2020,E,EC,South East,1,1,0,0,
29/09/2020,U,UD,South Ayrshire,1,1,0,0,
30/09/2020,A,AU,Aberdeen City South,1,1,0,0,
30/09/2020,P,PA,Central,1,,0,0,
30/09/2020,P,PB,East,1,1,0,0,
30/09/2020,G,GP,Glasgow City Centre,2,2,0,0,
30/09/2020,G,GU,Glasgow North West,1,,0,0,
30/09/2020,E,EN,North West,1,1,0,0,
30/09/2020,K,KB,Renfrew,1,1,1,0,
30/09/2020,J,JB,Scottish Borders,2,2,0,0,
30/09/2020,E,ES,South West,2,2,0,0,2
30/09/2020,C,CS,Stirling,3,3,0,0,1
30/09/2020,P,PD,West,1,,0,0,
30/09/2020,L,LA,West Dumbartonshire,1,1,0,0,
01/10/2020,P,PA,Central,3,,0,0,
01/10/2020,C,CA,Clackmannanshire,2,1,0,0,
01/10/2020,V,VA,Dumfriesshire,1,1,0,0,
01/10/2020,D,DC,Dundee,2,,0,0,1
01/10/2020,P,PB,East,2,1,1,0,1
01/10/2020,J,JE,East Lothian,1,1,0,0,
01/10/2020,C,CF,Falkirk,1,1,0,0,
01/10/2020,V,VG,Galloway,2,2,0,0,
01/10/2020,G,GP,Glasgow City Centre,2,2,0,0,
01/10/2020,G,GK,Glasgow East,1,,0,0,
01/10/2020,G,GF,Glasgow North,1,1,,,
01/10/2020,G,GA,Glasgow South West,2,2,0,0,
01/10/2020,K,KC,Inverclyde,1,,0,0,
01/10/2020,L,LB,"Mid-Argyll, Kintyre, Oban, Lorn and the Islands",1,1,0,1,
01/10/2020,Q,QE,"Motherwell, Wishaw and Bellshill",1,,0,0,
01/10/2020,U,UA,North Ayrshire,1,1,0,0,
01/10/2020,K,KA,Paisley,1,1,0,0,
01/10/2020,D,DP,Perth & Kinross,1,1,0,0,
01/10/2020,C,CS,Stirling,3,2,0,0,3
01/10/2020,P,PD,West,1,,0,0,
02/10/2020,A,AK,Aberdeen City North,2,2,0,0,
02/10/2020,A,AU,Aberdeen City South,1,1,0,0,
02/10/2020,A,AV,Aberdeenshire South,2,2,0,0,
02/10/2020,D,DE,Angus,1,1,0,0,
02/10/2020,C,CA,Clackmannanshire,1,1,0,0,
02/10/2020,V,VA,Dumfriesshire,2,2,0,0,
02/10/2020,D,DC,Dundee,4,4,0,0,
02/10/2020,P,PB,East,2,1,0,0,1
02/10/2020,U,UC,East Ayrshire,2,1,0,0,
02/10/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,1,1,1,
02/10/2020,C,CF,Falkirk,2,2,1,0,
02/10/2020,G,GP,Glasgow City Centre,2,2,0,0,2
02/10/2020,G,GF,Glasgow North,2,2,0,0,
02/10/2020,G,GU,Glasgow North West,3,3,3,0,1
02/10/2020,G,GD,Glasgow South East,2,2,2,0,
02/10/2020,G,GA,Glasgow South West,1,,0,0,
02/10/2020,K,KC,Inverclyde,1,1,1,0,
02/10/2020,N,NA,Inverness,1,1,0,0,
02/10/2020,L,LB,"Mid-Argyll, Kintyre, Oban, Lorn and the Islands",1,1,0,0,
02/10/2020,Q,QG,Monklands & Cumbernauld,2,2,0,0,
02/10/2020,A,AE,Moray,1,1,0,0,
02/10/2020,Q,QE,"Motherwell, Wishaw and Bellshill",3,3,0,0,
02/10/2020,U,UA,North Ayrshire,6,5,1,0,
02/10/2020,N,NK,Orkney,1,1,0,0,
02/10/2020,D,DP,Perth & Kinross,2,2,0,0,
02/10/2020,J,JB,Scottish Borders,3,2,0,0,
02/10/2020,E,EC,South East,4,3,0,0,
02/10/2020,L,LD,"South Argyll, Helensburgh, Lomond, Bute and Cowal.",1,1,0,0,
02/10/2020,U,UD,South Ayrshire,2,2,0,0,
02/10/2020,E,ES,South West,2,2,0,0,
02/10/2020,C,CS,Stirling,3,3,0,0,3
02/10/2020,P,PD,West,1,1,0,0,
02/10/2020,L,LA,West Dumbartonshire,2,2,0,0,
03/10/2020,A,AK,Aberdeen City North,1,,0,0,
03/10/2020,A,AU,Aberdeen City South,2,1,0,0,
03/10/2020,A,AP,Aberdeenshire North,3,,0,0,
03/10/2020,D,DE,Angus,4,4,0,0,
03/10/2020,P,PA,Central,2,1,0,0,
03/10/2020,C,CA,Clackmannanshire,1,1,0,0,
03/10/2020,V,VA,Dumfriesshire,2,1,0,0,
03/10/2020,D,DC,Dundee,7,7,0,0,1
03/10/2020,P,PB,East,3,2,0,0,
03/10/2020,U,UC,East Ayrshire,1,1,1,0,
03/10/2020,G,GJ,East Dunbartonshire,1,1,5,0,
03/10/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,,0,0,
03/10/2020,J,JE,East Lothian,2,2,0,0,
03/10/2020,C,CF,Falkirk,7,7,2,2,
03/10/2020,V,VG,Galloway,1,1,0,0,
03/10/2020,G,GF,Glasgow North,2,1,2,0,
03/10/2020,G,GU,Glasgow North West,13,12,10,2,3
03/10/2020,G,GD,Glasgow South East,8,4,0,1,
03/10/2020,G,GA,Glasgow South West,4,,0,0,
03/10/2020,Q,QB,Hamilton & Clydesdale,2,2,0,0,
03/10/2020,K,KC,Inverclyde,2,2,0,0,
03/10/2020,J,JL,Midlothian,1,1,0,0,
03/10/2020,Q,QG,Monklands & Cumbernauld,6,3,0,0,
03/10/2020,A,AE,Moray,1,1,0,0,
03/10/2020,Q,QE,"Motherwell, Wishaw and Bellshill",5,2,0,0,
03/10/2020,U,UA,North Ayrshire,3,2,9,0,
03/10/2020,E,ED,North East,1,1,4,0,
03/10/2020,N,NE,North Highlands,2,2,0,2,
03/10/2020,N,NK,Orkney,1,1,0,0,
03/10/2020,K,KA,Paisley,3,2,7,0,
03/10/2020,D,DP,Perth & Kinross,5,3,0,0,
03/10/2020,K,KB,Renfrew,2,2,0,0,
03/10/2020,E,EC,South East,5,5,2,1,2
03/10/2020,L,LD,"South Argyll, Helensburgh, Lomond, Bute and Cowal.",1,1,0,0,
03/10/2020,E,ES,South West,3,3,0,0,
03/10/2020,C,CS,Stirling,1,1,0,0,
03/10/2020,P,PD,West,13,10,0,0,
03/10/2020,L,LA,West Dumbartonshire,9,9,6,4,
03/10/2020,J,JG,West Lothian,8,5,2,0,
04/10/2020,A,AU,Aberdeen City South,1,1,0,0,
04/10/2020,A,AV,Aberdeenshire South,1,1,0,0,
04/10/2020,D,DE,Angus,2,2,0,0,
04/10/2020,P,PA,Central,3,3,0,2,
04/10/2020,C,CA,Clackmannanshire,2,2,0,0,
04/10/2020,D,DC,Dundee,4,3,1,0,
04/10/2020,P,PB,East,1,1,0,0,
04/10/2020,U,UC,East Ayrshire,2,1,0,0,
04/10/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,1,0,0,
04/10/2020,J,JE,East Lothian,1,1,0,0,
04/10/2020,C,CF,Falkirk,4,4,2,2,
04/10/2020,G,GP,Glasgow City Centre,1,1,0,0,
04/10/2020,G,GK,Glasgow East,3,3,0,0,
04/10/2020,G,GF,Glasgow North,1,,0,0,
04/10/2020,G,GU,Glasgow North West,11,9,2,0,8
04/10/2020,G,GD,Glasgow South East,4,1,0,1,
04/10/2020,G,GA,Glasgow South West,2,2,2,0,
04/10/2020,K,KC,Inverclyde,3,3,1,0,
04/10/2020,N,NA,Inverness,1,1,0,0,
04/10/2020,L,LB,"Mid-Argyll, Kintyre, Oban, Lorn and the Islands",3,3,0,0,
04/10/2020,Q,QG,Monklands & Cumbernauld,4,4,4,0,
04/10/2020,Q,QE,"Motherwell, Wishaw and Bellshill",2,2,2,0,
04/10/2020,U,UA,North Ayrshire,4,3,0,0,
04/10/2020,E,ED,North East,2,2,0,0,
04/10/2020,N,NE,North Highlands,1,1,0,1,
04/10/2020,E,EN,North West,3,3,24,0,1
04/10/2020,K,KA,Paisley,1,1,0,0,
04/10/2020,K,KB,Renfrew,3,2,7,0,
04/10/2020,E,EC,South East,3,3,2,0,2
04/10/2020,L,LD,"South Argyll, Helensburgh, Lomond, Bute and Cowal.",2,2,0,0,
04/10/2020,E,ES,South West,2,2,0,0,1
04/10/2020,C,CS,Stirling,1,1,0,1,
04/10/2020,P,PD,West,1,1,0,0,
04/10/2020,N,ND,Western Isles,2,2,0,0,
05/10/2020,A,AK,Aberdeen City North,3,2,0,0,1
05/10/2020,A,AV,Aberdeenshire South,1,1,0,0,
05/10/2020,P,PA,Central,1,1,0,0,
05/10/2020,C,CA,Clackmannanshire,1,1,0,0,
05/10/2020,D,DC,Dundee,3,2,0,0,
05/10/2020,J,JE,East Lothian,1,1,0,0,
05/10/2020,G,GF,Glasgow North,1,1,2,2,
05/10/2020,G,GU,Glasgow North West,1,1,0,0,
05/10/2020,G,GD,Glasgow South East,3,3,2,0,
05/10/2020,L,LB,"Mid-Argyll, Kintyre, Oban, Lorn and the Islands",1,1,0,0,
05/10/2020,Q,QG,Monklands & Cumbernauld,3,2,7,0,
05/10/2020,D,DP,Perth & Kinross,1,1,0,0,
05/10/2020,U,UD,South Ayrshire,1,,0,0,
05/10/2020,N,NB,South Highlands,1,1,0,0,
05/10/2020,C,CS,Stirling,1,1,0,0,1
05/10/2020,J,JG,West Lothian,1,1,0,0,
06/10/2020,A,AK,Aberdeen City North,1,,0,0,1
06/10/2020,A,AP,Aberdeenshire North,1,,0,0,
06/10/2020,A,AV,Aberdeenshire South,1,,0,0,
06/10/2020,D,DE,Angus,1,1,0,0,
06/10/2020,D,DC,Dundee,3,3,0,0,
06/10/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",2,1,0,0,
06/10/2020,J,JE,East Lothian,1,,0,0,
06/10/2020,C,CF,Falkirk,1,1,0,0,
06/10/2020,G,GP,Glasgow City Centre,1,1,0,0,
06/10/2020,G,GK,Glasgow East,1,1,1,0,1
06/10/2020,G,GF,Glasgow North,1,,0,0,
06/10/2020,G,GU,Glasgow North West,3,3,0,1,
06/10/2020,G,GD,Glasgow South East,1,,0,0,
06/10/2020,G,GA,Glasgow South West,2,,0,0,
06/10/2020,Q,QE,"Motherwell, Wishaw and Bellshill",1,,0,0,
06/10/2020,U,UA,North Ayrshire,1,,0,0,
06/10/2020,J,JB,Scottish Borders,2,2,0,0,
06/10/2020,U,UD,South Ayrshire,2,,0,0,
06/10/2020,N,NB,South Highlands,1,,0,0,
06/10/2020,C,CS,Stirling,2,1,1,0,2
06/10/2020,P,PD,West,2,1,0,0,
06/10/2020,J,JG,West Lothian,1,1,0,0,
07/10/2020,A,AK,Aberdeen City North,2,1,0,0,1
07/10/2020,A,AU,Aberdeen City South,3,2,0,0,1
07/10/2020,D,DE,Angus,1,1,0,0,
07/10/2020,P,PA,Central,1,,0,0,
07/10/2020,V,VA,Dumfriesshire,1,1,4,0,
07/10/2020,D,DC,Dundee,2,2,0,0,
07/10/2020,U,UC,East Ayrshire,2,,0,0,
07/10/2020,J,JE,East Lothian,1,,0,0,
07/10/2020,G,GP,Glasgow City Centre,2,2,0,0,
07/10/2020,G,GK,Glasgow East,1,,0,0,
07/10/2020,G,GN,Glasgow North East,1,,0,0,
07/10/2020,G,GU,Glasgow North West,2,2,0,0,2
07/10/2020,G,GD,Glasgow South East,1,1,0,0,
07/10/2020,Q,QB,Hamilton & Clydesdale,1,1,0,0,
07/10/2020,N,NA,Inverness,1,1,0,0,
07/10/2020,L,LB,"Mid-Argyll, Kintyre, Oban, Lorn and the Islands",1,1,0,0,
07/10/2020,J,JL,Midlothian,1,,0,0,
07/10/2020,A,AE,Moray,1,1,0,0,
07/10/2020,U,UA,North Ayrshire,1,,0,0,
07/10/2020,N,NE,North Highlands,1,1,0,0,
07/10/2020,K,KA,Paisley,1,1,0,0,
07/10/2020,K,KB,Renfrew,1,1,0,0,
07/10/2020,J,JB,Scottish Borders,1,1,0,0,
07/10/2020,N,NL,Shetland,1,,0,0,
07/10/2020,E,EC,South East,1,1,1,0,
07/10/2020,U,UD,South Ayrshire,3,2,0,0,
07/10/2020,P,PD,West,1,,0,0,
07/10/2020,L,LA,West Dumbartonshire,1,,0,0,
08/10/2020,A,AK,Aberdeen City North,1,,0,0,
08/10/2020,A,AP,Aberdeenshire North,1,,0,0,
08/10/2020,A,AV,Aberdeenshire South,2,2,0,0,
08/10/2020,D,DE,Angus,1,1,0,0,
08/10/2020,P,PA,Central,1,1,0,0,
08/10/2020,D,DC,Dundee,2,2,5,0,
08/10/2020,U,UC,East Ayrshire,1,,0,0,
08/10/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,1,2,1,
08/10/2020,C,CF,Falkirk,4,4,2,0,2
08/10/2020,G,GP,Glasgow City Centre,1,1,0,0,
08/10/2020,G,GK,Glasgow East,2,2,0,0,1
08/10/2020,G,GU,Glasgow North West,4,3,1,0,3
08/10/2020,Q,QB,Hamilton & Clydesdale,1,1,0,0,
08/10/2020,K,KC,Inverclyde,1,,0,0,
08/10/2020,J,JL,Midlothian,1,,0,0,
08/10/2020,Q,QG,Monklands & Cumbernauld,2,1,0,0,
08/10/2020,U,UA,North Ayrshire,1,1,0,0,
08/10/2020,N,NE,North Highlands,1,,0,0,
08/10/2020,E,EN,North West,1,1,4,0,
08/10/2020,D,DP,Perth & Kinross,3,3,0,0,
08/10/2020,U,UD,South Ayrshire,1,1,0,0,
08/10/2020,C,CS,Stirling,2,2,0,0,1
08/10/2020,J,JG,West Lothian,1,1,0,0,
09/10/2020,A,AK,Aberdeen City North,1,1,0,0,
09/10/2020,A,AU,Aberdeen City South,3,3,0,0,
09/10/2020,C,CA,Clackmannanshire,1,1,0,0,
09/10/2020,D,DC,Dundee,4,4,0,0,
09/10/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,1,0,0,
09/10/2020,C,CF,Falkirk,1,1,0,1,
09/10/2020,V,VG,Galloway,1,1,0,0,
09/10/2020,G,GP,Glasgow City Centre,1,1,0,0,
09/10/2020,G,GK,Glasgow East,4,4,3,2,2
09/10/2020,G,GF,Glasgow North,2,2,1,0,1
09/10/2020,G,GU,Glasgow North West,7,6,0,1,2
09/10/2020,G,GD,Glasgow South East,1,1,0,0,
09/10/2020,G,GA,Glasgow South West,1,1,0,0,
09/10/2020,Q,QB,Hamilton & Clydesdale,3,1,0,0,
09/10/2020,K,KC,Inverclyde,1,1,0,0,
09/10/2020,N,NA,Inverness,3,3,0,0,
09/10/2020,Q,QG,Monklands & Cumbernauld,1,1,0,0,
09/10/2020,U,UA,North Ayrshire,3,3,0,0,
09/10/2020,E,ED,North East,1,1,1,0,
09/10/2020,E,EN,North West,1,1,1,0,
09/10/2020,K,KB,Renfrew,3,3,6,0,
09/10/2020,J,JB,Scottish Borders,1,1,0,0,
09/10/2020,E,EC,South East,4,4,5,0,2
09/10/2020,U,UD,South Ayrshire,1,1,0,0,
09/10/2020,E,ES,South West,3,3,0,2,
09/10/2020,L,LA,West Dumbartonshire,2,2,0,0,
09/10/2020,J,JG,West Lothian,1,1,0,0,
10/10/2020,A,AK,Aberdeen City North,3,2,0,0,1
10/10/2020,A,AU,Aberdeen City South,3,3,0,0,
10/10/2020,A,AV,Aberdeenshire South,2,1,0,0,
10/10/2020,D,DE,Angus,1,1,0,0,
10/10/2020,P,PA,Central,2,1,0,0,
10/10/2020,V,VA,Dumfriesshire,1,1,0,0,
10/10/2020,D,DC,Dundee,9,8,1,0,2
10/10/2020,P,PB,East,2,1,2,0,1
10/10/2020,U,UC,East Ayrshire,2,2,0,0,
10/10/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",10,7,0,0,
10/10/2020,J,JE,East Lothian,1,1,0,0,
10/10/2020,G,GC,East Renfrewshire,1,1,1,0,
10/10/2020,C,CF,Falkirk,2,2,2,0,
10/10/2020,V,VG,Galloway,2,2,1,0,
10/10/2020,G,GP,Glasgow City Centre,1,1,0,0,
10/10/2020,G,GK,Glasgow East,1,1,0,0,
10/10/2020,G,GF,Glasgow North,1,1,4,0,
10/10/2020,G,GU,Glasgow North West,7,7,7,0,
10/10/2020,G,GD,Glasgow South East,4,2,1,0,
10/10/2020,G,GA,Glasgow South West,1,1,0,0,
10/10/2020,Q,QB,Hamilton & Clydesdale,5,2,0,0,
10/10/2020,K,KC,Inverclyde,1,1,0,0,
10/10/2020,N,NA,Inverness,3,,0,0,
10/10/2020,J,JL,Midlothian,1,1,0,5,
10/10/2020,Q,QG,Monklands & Cumbernauld,8,3,0,0,
10/10/2020,Q,QE,"Motherwell, Wishaw and Bellshill",6,3,0,0,
10/10/2020,N,NE,North Highlands,2,1,0,0,
10/10/2020,E,EN,North West,2,2,0,0,
10/10/2020,N,NK,Orkney,1,,0,0,
10/10/2020,K,KA,Paisley,1,1,0,0,
10/10/2020,D,DP,Perth & Kinross,3,3,0,0,
10/10/2020,K,KB,Renfrew,5,5,12,0,
10/10/2020,J,JB,Scottish Borders,1,1,0,0,
10/10/2020,E,EC,South East,4,4,2,1,
10/10/2020,L,LD,"South Argyll, Helensburgh, Lomond, Bute and Cowal.",1,1,0,0,
10/10/2020,E,ES,South West,2,2,0,0,
10/10/2020,C,CS,Stirling,1,1,0,0,
10/10/2020,P,PD,West,4,3,0,0,
10/10/2020,L,LA,West Dumbartonshire,3,3,0,0,
10/10/2020,J,JG,West Lothian,1,1,0,0,
11/10/2020,A,AK,Aberdeen City North,3,1,0,0,
11/10/2020,A,AU,Aberdeen City South,1,1,0,0,
11/10/2020,A,AP,Aberdeenshire North,1,,0,0,
11/10/2020,A,AV,Aberdeenshire South,1,1,0,0,
11/10/2020,D,DE,Angus,1,1,0,0,
11/10/2020,P,PA,Central,1,1,0,1,
11/10/2020,V,VA,Dumfriesshire,1,1,0,0,
11/10/2020,D,DC,Dundee,3,3,1,0,
11/10/2020,P,PB,East,2,1,2,0,
11/10/2020,U,UC,East Ayrshire,1,,0,0,
11/10/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",5,2,0,0,
11/10/2020,V,VG,Galloway,1,1,0,1,
11/10/2020,G,GP,Glasgow City Centre,2,1,0,0,1
11/10/2020,G,GK,Glasgow East,3,3,1,0,
11/10/2020,G,GU,Glasgow North West,1,1,1,1,
11/10/2020,G,GD,Glasgow South East,2,1,0,0,
11/10/2020,G,GA,Glasgow South West,2,2,1,0,
11/10/2020,Q,QB,Hamilton & Clydesdale,1,1,0,0,
11/10/2020,N,NA,Inverness,7,5,0,0,
11/10/2020,J,JL,Midlothian,1,1,0,0,
11/10/2020,Q,QG,Monklands & Cumbernauld,5,3,0,0,
11/10/2020,Q,QE,"Motherwell, Wishaw and Bellshill",2,1,0,0,
11/10/2020,U,UA,North Ayrshire,3,1,0,0,
11/10/2020,K,KA,Paisley,2,2,0,0,1
11/10/2020,D,DP,Perth & Kinross,1,1,0,0,
11/10/2020,E,EC,South East,1,1,0,0,1
11/10/2020,L,LD,"South Argyll, Helensburgh, Lomond, Bute and Cowal.",1,1,0,0,
11/10/2020,U,UD,South Ayrshire,2,2,0,0,
11/10/2020,P,PD,West,5,4,0,0,
11/10/2020,L,LA,West Dumbartonshire,1,1,1,1,
11/10/2020,J,JG,West Lothian,2,1,0,0,
12/10/2020,A,AU,Aberdeen City South,1,1,0,0,
12/10/2020,A,AP,Aberdeenshire North,1,1,0,0,
12/10/2020,D,DE,Angus,3,3,0,0,
12/10/2020,V,VA,Dumfriesshire,2,2,0,0,
12/10/2020,G,GK,Glasgow East,1,1,1,0,
12/10/2020,G,GF,Glasgow North,1,1,1,1,1
12/10/2020,G,GD,Glasgow South East,1,1,0,0,
12/10/2020,J,JL,Midlothian,1,1,0,0,
12/10/2020,N,NE,North Highlands,1,1,1,0,
12/10/2020,K,KA,Paisley,1,1,0,0,
12/10/2020,U,UD,South Ayrshire,3,2,0,0,
12/10/2020,L,LA,West Dumbartonshire,1,1,2,0,
13/10/2020,A,AK,Aberdeen City North,1,1,0,0,
13/10/2020,V,VA,Dumfriesshire,1,1,0,1,
13/10/2020,J,JE,East Lothian,1,,0,0,
13/10/2020,G,GK,Glasgow East,1,,0,0,
13/10/2020,U,UA,North Ayrshire,1,1,0,0,
13/10/2020,E,ED,North East,1,1,0,0,
13/10/2020,U,UD,South Ayrshire,1,1,1,0,
14/10/2020,G,GF,Glasgow North,1,1,0,0,
14/10/2020,Q,QE,"Motherwell, Wishaw and Bellshill",1,2,0,0,
14/10/2020,E,EC,South East,1,2,8,0,2
14/10/2020,L,LA,West Dumbartonshire,1,1,0,0,